Description,G1_vertices,G1_edges,G1_density,G2_vertices,G2_edges,G2_density,Exact_result,Exact_elapsed_ms,Exact_distance,GVF2_1_result,GVF2_1_elapsed_ms,GVF2_1_distance,GVF2_10_result,GVF2_10_elapsed_ms,GVF2_10_distance,GVF2_100_result,GVF2_100_elapsed_ms,GVF2_100_distance,GVF2_500_result,GVF2_500_elapsed_ms,GVF2_500_distance
G2 is shuffled subgraph of G1,160,480,3,160,480,3,Timeout,30000,-1,Success,1.4732,0.65625,Success,14.8404,0.60625,Success,149.0445,0.6,Success,837.8164,0.58125
G2 is shuffled subgraph of G1,170,510,3,170,510,3,Timeout,30000,-1,Success,1.3515,0.7411764705882353,Success,22.4633,0.611764705882353,Success,205.701,0.6,Success,1097.5082,0.5882352941176471
G2 is shuffled subgraph of G1,180,540,3,180,540,3,Timeout,30000,-1,Success,1.1357,0.7888888888888889,Success,26.3648,0.6166666666666667,Success,226.0564,0.5944444444444444,Success,1125.6568,0.5944444444444444
G2 is shuffled subgraph of G1,190,570,3,190,570,3,Timeout,30000,-1,Success,2.3279,0.6368421052631579,Success,26.7868,0.6,Success,277.6638,0.5894736842105264,Success,1387.9059,0.5947368421052632
G2 is shuffled subgraph of G1,200,600,3,200,600,3,Timeout,30000,-1,Success,2.8759,0.62,Success,27.7068,0.61,Success,269.6541,0.605,Success,1339.2612,0.585
G2 is shuffled subgraph of G1,210,630,3,210,630,3,Timeout,30000,-1,Success,3.7767,0.6476190476190475,Success,36.8185,0.6190476190476191,Success,376.3543,0.6,Success,1925.7793,0.6095238095238096
G2 is shuffled subgraph of G1,220,660,3,220,660,3,Timeout,30000,-1,Success,4.3133,0.6136363636363636,Success,40.2322,0.6181818181818182,Success,429.3142,0.6136363636363636,Success,1801.3766,0.5954545454545455
G2 is shuffled subgraph of G1,230,690,3,230,690,3,Timeout,30000,-1,Success,4.4101,0.6347826086956522,Success,43.6959,0.6130434782608696,Success,419.3346,0.6130434782608696,Success,2324.012,0.5956521739130435
G2 is shuffled subgraph of G1,240,720,3,240,720,3,Timeout,30000,-1,Success,7.5148,0.6208333333333333,Success,58.1122,0.6041666666666667,Success,540.4356,0.6083333333333334,Success,2518.3229,0.5958333333333333
G2 is shuffled subgraph of G1,250,750,3,250,750,3,Timeout,30000,-1,Success,6.0608,0.644,Success,59.675,0.62,Success,544.3231,0.5920000000000001,Success,2873.5678,0.604
G2 is shuffled subgraph of G1,10,30,3,7,17,2.4285714285714284,Success,489.4855,0.30000000000000004,Success,0.0689,0.8,Success,0.1282,0.5,Success,0.6455,0.5,Success,3.3252,0.5
G2 is shuffled subgraph of G1,20,60,3,14,29,2.0714285714285716,Timeout,30000,-1,Success,0.074,0.75,Success,0.2372,0.65,Success,1.8183,0.65,Success,7.5117,0.6
G2 is shuffled subgraph of G1,30,90,3,21,50,2.380952380952381,Timeout,30000,-1,Success,0.0829,0.7333333333333334,Success,0.354,0.6333333333333333,Success,2.7951,0.6,Success,14.6418,0.5666666666666667
G2 is shuffled subgraph of G1,40,120,3,28,48,1.7142857142857142,Timeout,30000,-1,Success,0.1106,0.65,Success,0.6061,0.625,Success,6.1339,0.575,Success,30.3586,0.55
G2 is shuffled subgraph of G1,50,150,3,35,74,2.1142857142857143,Timeout,30000,-1,Success,0.2136,0.6799999999999999,Success,0.8939,0.64,Success,8.7932,0.62,Success,42.3363,0.56
G2 is shuffled subgraph of G1,60,180,3,42,81,1.9285714285714286,Timeout,30000,-1,Success,0.2171,0.6833333333333333,Success,1.3928,0.6,Success,17.6012,0.6,Success,68.5965,0.5666666666666667
G2 is shuffled subgraph of G1,70,210,3,49,108,2.204081632653061,Timeout,30000,-1,Success,0.2881,0.6714285714285715,Success,1.845,0.6142857142857143,Success,18.0741,0.6142857142857143,Success,93.328,0.5857142857142856
G2 is shuffled subgraph of G1,80,240,3,56,129,2.3035714285714284,Timeout,30000,-1,Success,0.1584,0.7875,Success,2.258,0.6875,Success,23.742,0.65,Success,132.7532,0.625
G2 is shuffled subgraph of G1,90,270,3,62,141,2.274193548387097,Timeout,30000,-1,Success,0.3954,0.7111111111111111,Success,3.9051,0.6333333333333333,Success,33.8283,0.6333333333333333,Success,160.7955,0.6333333333333333
G2 is shuffled subgraph of G1,100,300,3,70,152,2.1714285714285713,Timeout,30000,-1,Success,0.3377,0.76,Success,4.1853,0.64,Success,35.5424,0.63,Success,179.7899,0.63
G2 is shuffled subgraph of G1,110,330,3,77,156,2.0259740259740258,Timeout,30000,-1,Success,0.5161,0.7,Success,5.0998,0.6454545454545455,Success,51.7897,0.6181818181818182,Success,283.8289,0.5909090909090908
G2 is shuffled subgraph of G1,120,360,3,84,172,2.0476190476190474,Timeout,30000,-1,Success,0.4144,0.7833333333333333,Success,6.341,0.675,Success,57.8113,0.6333333333333333,Success,305.1466,0.625
G2 is shuffled subgraph of G1,130,390,3,91,187,2.0549450549450547,Timeout,30000,-1,Success,0.6107,0.7538461538461538,Success,8.1049,0.6384615384615384,Success,83.1917,0.6153846153846154,Success,415.1379,0.6230769230769231
G2 is shuffled subgraph of G1,140,420,3,98,215,2.193877551020408,Timeout,30000,-1,Success,1.1946,0.6642857142857144,Success,8.9397,0.65,Success,87.1073,0.6428571428571428,Success,444.9208,0.6357142857142857
G2 is shuffled subgraph of G1,150,450,3,105,238,2.2666666666666666,Timeout,30000,-1,Success,1.3075,0.6599999999999999,Success,10.2925,0.6599999999999999,Success,113.8534,0.6266666666666667,Success,552.1696,0.64
G2 is shuffled subgraph of G1,160,480,3,112,236,2.107142857142857,Timeout,30000,-1,Success,1.3375,0.70625,Success,12.4781,0.64375,Success,125.0337,0.63125,Success,652.2358,0.63125
G2 is shuffled subgraph of G1,170,510,3,118,253,2.1440677966101696,Timeout,30000,-1,Success,1.138,0.7470588235294118,Success,29.8906,0.6588235294117647,Success,161.4545,0.6411764705882352,Success,775.0184,0.6294117647058823
G2 is shuffled subgraph of G1,180,540,3,125,260,2.08,Timeout,30000,-1,Success,2.034,0.6555555555555556,Success,19.8766,0.6611111111111111,Success,196.8189,0.6444444444444444,Success,974.1146,0.6277777777777778
G2 is shuffled subgraph of G1,190,570,3,133,291,2.18796992481203,Timeout,30000,-1,Success,1.7916,0.7157894736842105,Success,13.6281,0.6631578947368422,Success,196.7419,0.6473684210526316,Success,912.457,0.6210526315789473
G2 is shuffled subgraph of G1,200,600,3,140,275,1.9642857142857142,Timeout,30000,-1,Success,2.4701,0.6799999999999999,Success,26.2903,0.645,Success,249.6331,0.62,Success,1270.1734,0.615
G2 is shuffled subgraph of G1,210,630,3,147,317,2.1564625850340136,Timeout,30000,-1,Success,3.0191,0.6523809523809524,Success,28.6678,0.6619047619047619,Success,302.7542,0.6428571428571428,Success,1443.3968,0.6333333333333333
G2 is shuffled subgraph of G1,220,660,3,154,337,2.188311688311688,Timeout,30000,-1,Success,3.1295,0.6772727272727272,Success,28.7594,0.6636363636363636,Success,313.7312,0.65,Success,1464.7539,0.6409090909090909
G2 is shuffled subgraph of G1,230,690,3,161,327,2.031055900621118,Timeout,30000,-1,Success,3.8922,0.6652173913043478,Success,40.7161,0.6608695652173913,Success,326.1794,0.6391304347826087,Success,1635.8846,0.6347826086956522
G2 is shuffled subgraph of G1,240,720,3,168,345,2.0535714285714284,Timeout,30000,-1,Success,4.4049,0.6708333333333334,Success,44.1042,0.6458333333333333,Success,430.2648,0.6375,Success,2150.3006,0.625
G2 is shuffled subgraph of G1,250,750,3,175,362,2.0685714285714285,Timeout,30000,-1,Success,5.013,0.6799999999999999,Success,36.1252,0.652,Success,424.6266,0.636,Success,2166.1606,0.632
G2 is shuffled subgraph of G1,10,30,3,3,5,1.6666666666666667,Success,0.6864,0.7,Success,0.0671,0.9,Success,0.0913,0.7,Success,0.5029,0.7,Success,2.0823,0.7
G2 is shuffled subgraph of G1,20,60,3,6,4,0.6666666666666666,Timeout,30000,-1,Success,0.0609,0.75,Success,0.1482,0.75,Success,0.9723,0.75,Success,5.0093,0.75
G2 is shuffled subgraph of G1,30,90,3,9,3,0.3333333333333333,Timeout,30000,-1,Success,0.0469,0.7333333333333334,Success,0.2222,0.7333333333333334,Success,1.5246,0.7,Success,8.0682,0.7
G2 is shuffled subgraph of G1,40,120,3,12,5,0.4166666666666667,Timeout,30000,-1,Success,0.0614,0.75,Success,0.6867,0.7,Success,3.2514,0.7,Success,16.4567,0.7
G2 is shuffled subgraph of G1,50,150,3,15,10,0.6666666666666666,Timeout,30000,-1,Success,0.1276,0.78,Success,0.4675,0.74,Success,4.4885,0.72,Success,21.7409,0.7
G2 is shuffled subgraph of G1,60,180,3,18,15,0.8333333333333334,Timeout,30000,-1,Success,0.1053,0.7833333333333333,Success,0.7239,0.75,Success,7.4647,0.7333333333333334,Success,36.6105,0.7333333333333334
G2 is shuffled subgraph of G1,70,210,3,21,16,0.7619047619047619,Timeout,30000,-1,Success,0.1168,0.7571428571428571,Success,1.0558,0.7285714285714286,Success,9.6146,0.7285714285714286,Success,49.1065,0.7142857142857143
G2 is shuffled subgraph of G1,80,240,3,24,22,0.9166666666666666,Timeout,30000,-1,Success,0.0903,0.8625,Success,1.0708,0.7375,Success,9.6388,0.725,Success,48.5064,0.725
G2 is shuffled subgraph of G1,90,270,3,27,35,1.2962962962962963,Timeout,30000,-1,Success,0.1898,0.7777777777777778,Success,1.2579,0.7888888888888889,Success,12.1027,0.7555555555555555,Success,69.1098,0.7666666666666666
G2 is shuffled subgraph of G1,100,300,3,30,35,1.1666666666666667,Timeout,30000,-1,Success,0.2307,0.81,Success,2.3489,0.77,Success,21.0472,0.77,Success,106.4158,0.76
G2 is shuffled subgraph of G1,110,330,3,33,40,1.2121212121212122,Timeout,30000,-1,Success,0.3977,0.7909090909090909,Success,2.4251,0.7818181818181819,Success,20.7019,0.7636363636363637,Success,105.7188,0.7636363636363637
G2 is shuffled subgraph of G1,120,360,3,36,31,0.8611111111111112,Timeout,30000,-1,Success,0.4827,0.7583333333333333,Success,3.5965,0.7416666666666667,Success,42.7782,0.7333333333333334,Success,185.1593,0.7333333333333334
G2 is shuffled subgraph of G1,130,390,3,39,44,1.1282051282051282,Timeout,30000,-1,Success,0.6586,0.7846153846153846,Success,3.2758,0.7769230769230769,Success,33.6783,0.7692307692307692,Success,175.1448,0.7538461538461538
G2 is shuffled subgraph of G1,140,420,3,42,33,0.7857142857142857,Timeout,30000,-1,Success,0.7862,0.7571428571428571,Success,5.5488,0.7357142857142858,Success,54.3455,0.7357142857142858,Success,271.1166,0.7285714285714286
G2 is shuffled subgraph of G1,150,450,3,45,38,0.8444444444444444,Timeout,30000,-1,Success,0.9045,0.74,Success,6.3421,0.7333333333333334,Success,68.1383,0.7333333333333334,Success,349.9383,0.7333333333333334
G2 is shuffled subgraph of G1,160,480,3,48,43,0.8958333333333334,Timeout,30000,-1,Success,0.705,0.7875,Success,6.9583,0.75,Success,68.2272,0.75,Success,346.7462,0.74375
G2 is shuffled subgraph of G1,170,510,3,51,39,0.7647058823529411,Timeout,30000,-1,Success,1.3477,0.7529411764705882,Success,10.0515,0.7529411764705882,Success,99.4866,0.7352941176470589,Success,495.1274,0.7352941176470589
G2 is shuffled subgraph of G1,180,540,3,54,55,1.0185185185185186,Timeout,30000,-1,Success,0.9587,0.7888888888888889,Success,7.6892,0.7722222222222223,Success,83.9576,0.7555555555555555,Success,438.1685,0.7555555555555555
G2 is shuffled subgraph of G1,190,570,3,57,53,0.9298245614035088,Timeout,30000,-1,Success,1.0783,0.7789473684210526,Success,9.7638,0.7578947368421053,Success,99.422,0.7473684210526316,Success,521.5117,0.7473684210526316
G2 is shuffled subgraph of G1,200,600,3,60,65,1.0833333333333333,Timeout,30000,-1,Success,0.9299,0.815,Success,11.0977,0.775,Success,124.1346,0.77,Success,605.3299,0.76
G2 is shuffled subgraph of G1,210,630,3,63,61,0.9682539682539683,Timeout,30000,-1,Success,1.4261,0.7761904761904762,Success,13.5026,0.7666666666666666,Success,135.5718,0.7571428571428571,Success,687.8474,0.7476190476190476
G2 is shuffled subgraph of G1,220,660,3,66,72,1.0909090909090908,Timeout,30000,-1,Success,1.4884,0.7909090909090909,Success,13.8997,0.7681818181818182,Success,139.6778,0.7727272727272727,Success,722.0084,0.7681818181818182
G2 is shuffled subgraph of G1,230,690,3,69,64,0.927536231884058,Timeout,30000,-1,Success,1.2045,0.7913043478260869,Success,16.2859,0.7739130434782608,Success,176.7737,0.7521739130434782,Success,866.7487,0.7478260869565218
G2 is shuffled subgraph of G1,240,720,3,72,58,0.8055555555555556,Timeout,30000,-1,Success,3.2281,0.7666666666666666,Success,27.6384,0.7458333333333333,Success,241.0029,0.7375,Success,1172.3204,0.7291666666666667
G2 is shuffled subgraph of G1,250,750,3,75,55,0.7333333333333333,Timeout,30000,-1,Success,3.1209,0.764,Success,30.723,0.74,Success,293.7366,0.736,Success,1451.7604,0.728
G2 is shuffled subgraph of G1,3,6,2,3,6,2,Success,0.1101,0,Success,0.0353,0,Success,0.0584,0,Success,0.4347,0,Success,1.9744,0
G2 is shuffled subgraph of G1,4,12,3,3,6,2,Success,0.1171,0.25,Success,0.0324,0.25,Success,0.1014,0.25,Success,0.4616,0.25,Success,2.2483,0.25
G2 is shuffled subgraph of G1,4,12,3,4,12,3,Success,0.1558,0,Success,0.023,0.25,Success,0.082,0.25,Success,0.434,0.25,Success,2.255,0.25
G2 is shuffled subgraph of G1,5,20,4,3,7,2.3333333333333335,Success,0.1405,0.4,Success,0.0135,0.6,Success,0.0867,0.4,Success,0.4676,0.4,Success,2.1379,0.4
G2 is shuffled subgraph of G1,5,20,4,4,13,3.25,Success,0.2754,0.19999999999999996,Success,0.0295,0.6,Success,0.1714,0.19999999999999996,Success,0.5155,0.19999999999999996,Success,2.5318,0.19999999999999996
G2 is shuffled subgraph of G1,5,20,4,5,20,4,Success,0.6391,0,Success,0.0239,0.4,Success,0.097,0,Success,0.5636,0,Success,2.8049,0
G2 is shuffled subgraph of G1,6,30,5,3,9,3,Success,0.1873,0.5,Success,0.0447,0.5,Success,0.0773,0.5,Success,0.4527,0.5,Success,2.1372,0.5
G2 is shuffled subgraph of G1,6,30,5,4,14,3.5,Success,0.8052,0.33333333333333337,Success,0.0222,0.6666666666666667,Success,0.0656,0.5,Success,0.5776,0.5,Success,2.4112,0.5
G2 is shuffled subgraph of G1,6,30,5,5,20,4,Success,2.6161,0.16666666666666663,Success,0.0414,0.16666666666666663,Success,0.1438,0.16666666666666663,Success,0.5188,0.16666666666666663,Success,2.701,0.16666666666666663
G2 is shuffled subgraph of G1,6,30,5,6,30,5,Success,8.032,0,Success,0.0314,0.8333333333333334,Success,0.1,0.33333333333333337,Success,0.5983,0.33333333333333337,Success,2.774,0.33333333333333337
G2 is shuffled subgraph of G1,7,35,5,3,6,2,Success,0.2924,0.5714285714285714,Success,0.0263,0.5714285714285714,Success,0.4661,0.5714285714285714,Success,0.5176,0.5714285714285714,Success,2.2565,0.5714285714285714
G2 is shuffled subgraph of G1,7,35,5,4,8,2,Success,0.4355,0.4285714285714286,Success,0.0628,0.4285714285714286,Success,0.0682,0.4285714285714286,Success,0.6241,0.4285714285714286,Success,3.1538,0.4285714285714286
G2 is shuffled subgraph of G1,7,35,5,5,17,3.4,Success,3.9294,0.2857142857142857,Success,0.0303,0.2857142857142857,Success,0.1256,0.2857142857142857,Success,0.5779,0.2857142857142857,Success,2.8894,0.2857142857142857
G2 is shuffled subgraph of G1,7,35,5,6,24,4,Success,19.7612,0.1428571428571429,Success,0.0456,0.7142857142857143,Success,0.1614,0.1428571428571429,Success,0.5877,0.1428571428571429,Success,2.8018,0.1428571428571429
G2 is shuffled subgraph of G1,7,35,5,7,35,5,Success,68.9592,0,Success,0.0451,0.7142857142857143,Success,0.0752,0.2857142857142857,Success,0.6335,0,Success,3.1434,0
G2 is shuffled subgraph of G1,8,40,5,3,6,2,Success,0.3086,0.625,Success,0.0201,0.75,Success,0.0664,0.75,Success,0.4587,0.75,Success,2.2308,0.75
G2 is shuffled subgraph of G1,8,40,5,4,10,2.5,Success,0.5954,0.5,Success,0.029,0.75,Success,0.0892,0.75,Success,0.7565,0.75,Success,2.4242,0.75
G2 is shuffled subgraph of G1,8,40,5,5,13,2.6,Success,5.2546,0.375,Success,0.0496,0.625,Success,0.1372,0.375,Success,0.6055,0.375,Success,2.6824,0.375
G2 is shuffled subgraph of G1,8,40,5,6,26,4.333333333333333,Success,12.0437,0.25,Success,0.0397,0.75,Success,0.0825,0.25,Success,0.5783,0.25,Success,2.7892,0.25
G2 is shuffled subgraph of G1,8,40,5,7,33,4.714285714285714,Success,107.2032,0.125,Success,0.039,0.75,Success,0.1511,0.625,Success,0.6229,0.625,Success,2.6322,0.625
G2 is shuffled subgraph of G1,8,40,5,8,40,5,Success,718.8627,0,Success,0.1166,0.75,Success,0.0841,0,Success,0.7489,0,Success,2.7957,0
G2 is shuffled subgraph of G1,9,45,5,3,6,2,Success,0.5119,0.6666666666666667,Success,0.0369,0.7777777777777778,Success,0.0782,0.6666666666666667,Success,0.9177,0.6666666666666667,Success,2.3173,0.6666666666666667
G2 is shuffled subgraph of G1,9,45,5,4,11,2.75,Success,1.7419,0.5555555555555556,Success,0.0339,0.5555555555555556,Success,0.1116,0.5555555555555556,Success,0.5571,0.5555555555555556,Success,2.6819,0.5555555555555556
G2 is shuffled subgraph of G1,9,45,5,5,14,2.8,Success,5.8761,0.4444444444444444,Success,0.0509,0.7777777777777778,Success,0.0707,0.7777777777777778,Success,0.5227,0.7777777777777778,Success,3.0801,0.7777777777777778
G2 is shuffled subgraph of G1,9,45,5,6,20,3.3333333333333335,Success,32.9757,0.33333333333333337,Success,0.049,0.6666666666666667,Success,0.517,0.33333333333333337,Success,0.672,0.33333333333333337,Success,3.2654,0.33333333333333337
G2 is shuffled subgraph of G1,9,45,5,7,26,3.7142857142857144,Success,119.2359,0.2222222222222222,Success,0.0561,0.6666666666666667,Success,0.1566,0.6666666666666667,Success,0.6296,0.2222222222222222,Success,2.9388,0.2222222222222222
G2 is shuffled subgraph of G1,9,45,5,8,35,4.375,Success,1091.8446,0.11111111111111116,Success,0.1052,0.6666666666666667,Success,0.1589,0.11111111111111116,Success,1.051,0.11111111111111116,Success,3.0461,0.11111111111111116
G2 is shuffled subgraph of G1,9,45,5,9,45,5,Success,9609.8621,0,Success,0.0356,0,Success,0.1086,0,Success,0.758,0,Success,4.1843,0
G2 is shuffled subgraph of G1,10,50,5,10,50,5,Timeout,30000,-1,Success,0.0519,0.7,Success,0.1809,0,Success,0.6956,0,Success,3.3495,0
G2 is shuffled subgraph of G1,20,100,5,20,100,5,Timeout,30000,-1,Success,0.0476,0.7,Success,0.1797,0,Success,2.9266,0,Success,8.1018,0
G2 is shuffled subgraph of G1,30,150,5,30,150,5,Timeout,30000,-1,Success,0.1241,0.7666666666666666,Success,0.4856,0.7333333333333334,Success,2.5183,0.43333333333333335,Success,14.6583,0
G2 is shuffled subgraph of G1,40,200,5,40,200,5,Timeout,30000,-1,Success,0.1114,0.75,Success,0.5878,0.725,Success,4.6677,0.65,Success,23.6828,0.65
G2 is shuffled subgraph of G1,50,250,5,50,250,5,Timeout,30000,-1,Success,0.1424,0.76,Success,0.6947,0.74,Success,6.9405,0.6799999999999999,Success,34.2442,0.7
G2 is shuffled subgraph of G1,60,300,5,60,300,5,Timeout,30000,-1,Success,0.2171,0.7333333333333334,Success,1.1586,0.7333333333333334,Success,10.5108,0.7,Success,52.6299,0.6833333333333333
G2 is shuffled subgraph of G1,70,350,5,70,350,5,Timeout,30000,-1,Success,0.208,0.7142857142857143,Success,1.279,0.7285714285714286,Success,13.4783,0.7,Success,66.2518,0.6857142857142857
G2 is shuffled subgraph of G1,80,400,5,80,400,5,Timeout,30000,-1,Success,0.2509,0.7625,Success,2.1165,0.7,Success,18.2892,0.6875,Success,90.7451,0.675
G2 is shuffled subgraph of G1,90,450,5,90,450,5,Timeout,30000,-1,Success,0.303,0.7444444444444445,Success,2.9837,0.7111111111111111,Success,27.0873,0.7,Success,135.5522,0.6666666666666667
G2 is shuffled subgraph of G1,100,500,5,100,500,5,Timeout,30000,-1,Success,0.3067,0.76,Success,3.1507,0.72,Success,30.402,0.7,Success,149.4618,0.69
G2 is shuffled subgraph of G1,110,550,5,110,550,5,Timeout,30000,-1,Success,0.5182,0.7272727272727273,Success,4.5988,0.7090909090909091,Success,41.7593,0.6909090909090909,Success,208.5197,0.7
G2 is shuffled subgraph of G1,120,600,5,120,600,5,Timeout,30000,-1,Success,0.5518,0.7333333333333334,Success,4.6121,0.7166666666666667,Success,47.6096,0.7,Success,234.0686,0.6916666666666667
G2 is shuffled subgraph of G1,130,650,5,130,650,5,Timeout,30000,-1,Success,0.6056,0.7615384615384615,Success,6.1789,0.7230769230769231,Success,55.1067,0.7,Success,280.7729,0.7076923076923076
G2 is shuffled subgraph of G1,140,700,5,140,700,5,Timeout,30000,-1,Success,0.8501,0.7071428571428571,Success,6.4736,0.7214285714285714,Success,66.7508,0.7071428571428571,Success,343.1629,0.7071428571428571
G2 is shuffled subgraph of G1,150,750,5,150,750,5,Timeout,30000,-1,Success,0.986,0.7533333333333333,Success,9.987,0.7266666666666667,Success,80.2412,0.7133333333333334,Success,408.6811,0.7
G2 is shuffled subgraph of G1,160,800,5,160,800,5,Timeout,30000,-1,Success,1.2654,0.725,Success,11.2151,0.71875,Success,98.1075,0.7,Success,501.7722,0.7
G2 is shuffled subgraph of G1,170,850,5,170,850,5,Timeout,30000,-1,Success,1.411,0.7176470588235294,Success,11.0008,0.7176470588235294,Success,108.0566,0.7058823529411764,Success,549.4475,0.7
G2 is shuffled subgraph of G1,180,900,5,180,900,5,Timeout,30000,-1,Success,1.4371,0.7444444444444445,Success,13.3603,0.7166666666666667,Success,128.2155,0.7111111111111111,Success,654.357,0.7
G2 is shuffled subgraph of G1,190,950,5,190,950,5,Timeout,30000,-1,Success,1.5148,0.736842105263158,Success,17.4159,0.7263157894736842,Success,140.9498,0.7105263157894737,Success,713.2917,0.7
G2 is shuffled subgraph of G1,200,1000,5,200,1000,5,Timeout,30000,-1,Success,1.6089,0.775,Success,20.4384,0.71,Success,196.8565,0.7050000000000001,Success,961.6304,0.71
G2 is shuffled subgraph of G1,210,1050,5,210,1050,5,Timeout,30000,-1,Success,2.4859,0.7238095238095238,Success,19.1851,0.7142857142857143,Success,216.3177,0.7095238095238094,Success,1052.0251,0.7
G2 is shuffled subgraph of G1,220,1100,5,220,1100,5,Timeout,30000,-1,Success,2.2473,0.7681818181818182,Success,22.5784,0.7272727272727273,Success,237.7564,0.7090909090909091,Success,1146.9387,0.7090909090909091
G2 is shuffled subgraph of G1,230,1150,5,230,1150,5,Timeout,30000,-1,Success,2.9564,0.7521739130434782,Success,26.5231,0.7217391304347827,Success,230.0387,0.7086956521739131,Success,1184.3743,0.7086956521739131
G2 is shuffled subgraph of G1,240,1200,5,240,1200,5,Timeout,30000,-1,Success,2.398,0.7541666666666667,Success,25.5518,0.7208333333333333,Success,259.6044,0.7208333333333333,Success,1316.2303,0.7125
G2 is shuffled subgraph of G1,250,1250,5,250,1250,5,Timeout,30000,-1,Success,3.3338,0.732,Success,32.1869,0.728,Success,299.3608,0.716,Success,1409.7012,0.712
G2 is shuffled subgraph of G1,10,50,5,7,26,3.7142857142857144,Success,86.1656,0.30000000000000004,Success,0.0357,0.7,Success,0.1385,0.30000000000000004,Success,0.6164,0.6,Success,3.0594,0.30000000000000004
G2 is shuffled subgraph of G1,20,100,5,14,48,3.4285714285714284,Timeout,30000,-1,Success,0.0466,0.8,Success,0.1572,0.7,Success,1.3412,0.30000000000000004,Success,6.1099,0.30000000000000004
G2 is shuffled subgraph of G1,30,150,5,21,73,3.4761904761904763,Timeout,30000,-1,Success,0.0578,0.7333333333333334,Success,0.2807,0.7333333333333334,Success,2.388,0.6333333333333333,Success,12.2128,0.6666666666666667
G2 is shuffled subgraph of G1,40,200,5,28,97,3.4642857142857144,Timeout,30000,-1,Success,0.0999,0.8,Success,0.3992,0.75,Success,4.3211,0.30000000000000004,Success,19.6853,0.30000000000000004
G2 is shuffled subgraph of G1,50,250,5,35,113,3.2285714285714286,Timeout,30000,-1,Success,0.1432,0.72,Success,0.5411,0.74,Success,5.9485,0.7,Success,29.3758,0.6599999999999999
G2 is shuffled subgraph of G1,60,300,5,42,138,3.2857142857142856,Timeout,30000,-1,Success,0.1441,0.7833333333333333,Success,1.0862,0.7333333333333334,Success,10.549,0.7166666666666667,Success,48.3187,0.7
G2 is shuffled subgraph of G1,70,350,5,49,175,3.5714285714285716,Timeout,30000,-1,Success,0.1945,0.7428571428571429,Success,1.2899,0.7428571428571429,Success,12.1458,0.7285714285714286,Success,60.9909,0.7142857142857143
G2 is shuffled subgraph of G1,80,400,5,56,188,3.357142857142857,Timeout,30000,-1,Success,0.238,0.7375,Success,1.8319,0.725,Success,17.3735,0.7,Success,86.6988,0.6875
G2 is shuffled subgraph of G1,90,450,5,62,211,3.403225806451613,Timeout,30000,-1,Success,0.3049,0.7555555555555555,Success,2.1885,0.7222222222222222,Success,20.56,0.7111111111111111,Success,110.1393,0.7
G2 is shuffled subgraph of G1,100,500,5,70,233,3.3285714285714287,Timeout,30000,-1,Success,0.3488,0.79,Success,2.5558,0.75,Success,22.2594,0.71,Success,116.7774,0.71
G2 is shuffled subgraph of G1,110,550,5,77,252,3.272727272727273,Timeout,30000,-1,Success,0.3914,0.7454545454545455,Success,3.5032,0.7181818181818183,Success,33.8614,0.7,Success,170.6173,0.6909090909090909
G2 is shuffled subgraph of G1,120,600,5,84,301,3.5833333333333335,Timeout,30000,-1,Success,0.457,0.8166666666666667,Success,3.1764,0.75,Success,32.6156,0.7416666666666667,Success,171.4569,0.7333333333333334
G2 is shuffled subgraph of G1,130,650,5,91,316,3.4725274725274726,Timeout,30000,-1,Success,0.6045,0.7307692307692308,Success,4.5501,0.7153846153846154,Success,45.4093,0.7230769230769231,Success,225.9998,0.7076923076923076
G2 is shuffled subgraph of G1,140,700,5,98,329,3.357142857142857,Timeout,30000,-1,Success,0.6893,0.7642857142857142,Success,5.9562,0.7285714285714286,Success,60.0673,0.7357142857142858,Success,300.1015,0.7214285714285714
G2 is shuffled subgraph of G1,150,750,5,105,365,3.4761904761904763,Timeout,30000,-1,Success,1.2531,0.7533333333333333,Success,6.6753,0.7333333333333334,Success,73.0281,0.72,Success,347.9111,0.7133333333333334
G2 is shuffled subgraph of G1,160,800,5,112,404,3.607142857142857,Timeout,30000,-1,Success,0.5037,0.8375,Success,8.0501,0.73125,Success,81.5607,0.725,Success,380.1254,0.71875
G2 is shuffled subgraph of G1,170,850,5,118,403,3.4152542372881354,Timeout,30000,-1,Success,1.1994,0.7352941176470589,Success,8.9045,0.7294117647058824,Success,100.3252,0.7058823529411764,Success,461.5455,0.711764705882353
G2 is shuffled subgraph of G1,180,900,5,125,438,3.504,Timeout,30000,-1,Success,1.2697,0.7611111111111111,Success,10.4924,0.75,Success,99.8362,0.7333333333333334,Success,501.5384,0.7222222222222222
G2 is shuffled subgraph of G1,190,950,5,133,450,3.3834586466165413,Timeout,30000,-1,Success,1.536,0.7578947368421053,Success,12.1119,0.7473684210526316,Success,124.0496,0.7421052631578947,Success,578.6002,0.7263157894736842
G2 is shuffled subgraph of G1,200,1000,5,140,493,3.5214285714285714,Timeout,30000,-1,Success,1.2852,0.775,Success,14.4374,0.74,Success,139.4923,0.735,Success,694.1495,0.72
G2 is shuffled subgraph of G1,210,1050,5,147,511,3.4761904761904763,Timeout,30000,-1,Success,2.1875,0.7666666666666666,Success,17.8237,0.7380952380952381,Success,165.1426,0.7285714285714286,Success,853.8007,0.7142857142857143
